,Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam
4269,Có 2 cơ sở nhưng cơ sở 2 ăn k ngon miệng k ghé lại,0,0,1,1,0,0
4270,"phòng sạch sẽ và đi lại thuận tiện, view đẹp!",0,4,0,0,0,0
4271,"Hòn khô đẹp, sóng yên hơn Kỳ Co, biển trong xanh, lên ảnh đẹp lắm nha. Ở đây mình lượn rất nhiều ốc, xinh lắm, có mấy mẩu san hô gãy dạt vào biển nên mình nhặt luôn. Mình còn đi phao chuối nữa, cảm giác thích mê lắm Mình chỉ tiếc là lúc chiều ra hơi muộn nên phần đường đi giữa biển bị sóng lên cao quá chưa chụp được. Nếu các bạn đi nên đi vào buổi sáng hoặc trưa để thấy được bãi cát giữa biển lớn nha :D mình nhìn trên ảnh đẹp lắm đó",5,0,0,0,0,0
4272,"Thực sự yêu thích nhà hàng này, có lẽ là tốt nhất ở Quy bù. Người dân địa phương nói ít hơn giá, nhưng chất lượng thực sự tốt và bạn có thể thưởng thức các món ăn địa phương đặc biệt. Đặc sản là lẩu sứa, tuyệt vời! Thực sự cần phải cố gắng. Súp là siêu! ! ! ! Mỗi khi tôi ở Quy bào đều đến nhà hàng này.",0,0,5,5,0,0
4273,"Điều kiện phòng chưa đúng chuẩn 4*: thiếu hộp khăn giấy phòng khách, áo choàng, chỉ 2 gói trà mà không có cafe, cách âm chưa tốt, bồn tắm ko có chỗ để đặt xà bông",0,2,0,0,0,0
4274,"Nói chung thì 9 điểm , vì không gian ko được đẹp lắm. Nhưng về món ăn và thái đô phục vụ của nhân viên thì 10d. Ai đang cần tìm 1 quán nướng chuẩn vị Hàn thì nên đến đây .",0,0,4,5,0,0
4275,"Quán đa số bán hải sản biển : tươi sống và rất ngon . Giá cả cũng khá ổn , không quá mắc và cũng không rẻ . Nằm ở mức trung bình . Nói chung là đến quán này ăn đồ biển thì ngon tuyệt , nhất là ăn mực xào tỏi , hầu nướng phô mai với tôm nướng phô mai",0,0,3,5,0,0
4276,chợ nhỏ nhưng cũng đủ phục vụ phần nào nhu cầu sinh hoạt của người dân khu vực,0,0,0,0,0,5
4277,"Shop đa dạng mẫu mã, nhiều loại, nhân viên tư vấn chi tiết, phù hợp nhu cầu khách hàng, mình đã mua đồ và rất ưng ý, sẽ ủng hộ shop dài lâu.
",0,0,0,0,0,5
4278,"Thực sự rất thích bữa ăn của chúng tôi ở đây. Có chút ít phong phú nhưng vẫn rất hợp lý so với những nơi khác nhưng chúng tôi đã tổ chức sinh nhật của mình. Buổi sáng vinh quang là tuyệt vời, cà chua đậu hũ tuyệt vời. Súp cá súp n ngọt vào điểm, và gà rán với hoa chuối rán rất ngon. Sẽ trở lại",0,0,5,5,0,0
4279,"Quán này nằm gần cuối đường Nguyễn Huệ, đoạn gần quảng trường trung tâm thành phố Quy Nhơn. Quán nhỏ gọn với bài trí đơn giản, nhẹ nhàng, không gian yên tĩnh. Bingsu ở đây rất ngon, không phải kiểu đá xay rưới siro hay rắc trái cây mà là chuẩn hương vị hòa cùng đá bào khi cho vào miệng đá tan ngay nhưng hương vị vẫn còn đọng lại mát lạnh. Mình thì cực kết kem tuyết trà sữa ở đây, thơm ngọt kết hợp cùng trân châu dẻo dai sực sực, ngon cực.",0,0,4,5,0,0
4280,Khá hiếm xọt rác nhưng bãi biển lại đẹp và sạch sẽ đến thế. Đường đi bộ dọc bãi biển cũng đang được làm rất khang trang.,4,0,0,0,0,0
4281,"Bạn đã bao giờ được đến một hòn đảo mà ở đó nước biển xanh ngát với làn gió mát rượi , nắng vàng, cát trắng mọi thứ tạo nên một khung cảnh vô cùng dễ chịu và thư giãn. Đó chính là đảo Cù Lao Xanh đó các bạn ạ.. Mình biết đến đảo cù lao xanh nhờ có Check in Quy Nhơn. Check in Quy Nhơn đã giúp mình có một chuyến du lịch vô cùng thoải mái và thú vị. Nếu bạn đang thắc mắc không biết nên đặt tour ở đâu cho hợp lý thì hãy đến Check in Quy Nhơn nhé. Ở đây có một anh hướng dẫn viên rất vui vẻ và hoạt bát nói chuyện lại rất duyên. Cũng nhờ có anh mà chuyến đi này đầy ắp tiếng cười.",5,0,0,0,0,0
4282,"Khách sạn đẹp, có 3 thang máy nên rất tiện. Tầm nhìn qua cửa sổ cũng ok dù chỉ thấy một phần biến. Phòng tiện nghi và sang trọng",0,5,0,0,0,0
4283,"Quán thoáng mát, giá cả phải chăng, hải sản tươi + nấu ngon",0,0,5,5,0,0
4284,Nội thất thiết kế đẹp và chất lượng lắm nhé shop. Cảm ơn shop,0,0,0,0,0,5
4285,"Ăn nhiều lần muốn ăn tiếp. Sạch sẽ, ấm cúng, phục vụ ok, sẽ là nơi mời nhiều bạn bè đến ăn. So good delicous",0,0,4,5,0,0
4286,"Siêu thị bán nhiều mặt hàng như mọi Coop khác. Nhưng nhân viện phục vụ hơi tệ, hỏi không thèm trả lời, không ân cần với khách hàng!",0,0,0,0,0,2
4287,"Cơm ở đây khá là ngon. Thịt gà ướp cũng thấm, ăn rất vừa miệng. Cơm gà chiên mắm 30k như vậy ăn vừa đủ mà giá cũng không quá cao.",0,0,0,5,0,0
4288,"Tôi và gia đình có đến nhà hàng ăn, đồ ăn rất ngon. Không gian ấm cúng, phục vụ nhiệt tình và chu đáo. Mọi người ai cũng khen ngon. 
Nếu có dịp quay trở lại, tôi sẽ ủng hộ nhà hàng.",0,0,5,5,0,0
4289,"Quán cơm gà này mình vẫn hay gọi là gà chân dài vì làm từ gà thả vườn, thịt chắc dai ăn khá thích. Ăn quán này không dưới vài chục lần. Quán không lớn,cũng không nhiều bàn lắm. Mình thích cơm gà xối mỡ ở đây vì 3 thứ. Thứ 1 là cơm được trộn với dầu , ăn thơm và đặc biệt là tơi thành từng hạt, không bị dính với nhau, ăn rất thích. Vả lại 1 phần cơm cũng không nhiều tạo cảm giác vừa đủ no chứ nhiều chỗ mang phần cơm ra nhiều quá, chưa ăn mà tạo cảm giác ngán rồi. Thứ 2 là phần sốt ở đây là rất lạ, vị ngon đặc trưng mà mình không biết nói từ gì, nói chung là ngon. Thứ 3 là gà thả vườn, dai, thấm đều mỡ mặn mặn ngọt ngọt ăn rất thích, còn có cả canh rong biển nữa , rất mát , hôm đó mình đi 2 người , gọi 2 phần gà xối mỡ là 90k với 2 chén canh rong biển nữa 10k . Tổng thiệt hại la 100k",0,0,3,5,0,0
4290,"Phòng thoáng, sạch sẽ, nhân viên tận tình",0,5,0,0,0,0
4291,"Quán nấu ăn khá vừa ý mình. Món nào cũng ngon, tôm tươi, ghẹ nhỏ mà rất chắt thịt. Giá bình dân, phục vụ rất nhanh. Đợt sau về Quy Nhơn sẽ ghé quán Nghĩa Ghẹ tiếp.",0,0,3,5,0,0
4292,"Thấy bọn trẻ con đi mấy cái tàu lượn rồi cũng chả hay. Được cái nhìn vào chụp ảnh rất đẹp. Bãi biển vừa đông vừa nhiều rác nhung nhúc người, rất đồ sơn. Đi bộ vào thì free thì phải đi oto thì mất phí",3,0,0,0,0,0
4293,"Nhà có trẻ em thì nên đi. Còn mấy nhóm bạn thì thôi, tốt nhất không nên vào, rất chán. Tuy nhiên nếu muốn đi cho biết thì sinh viên nhớ mang thẻ sinh viên theo, giảm gía cho sinh viên toàn quốc. Mà ôi, thật sự chán, cũng không được đẹp lắm đâu. Uổng tiền",1,0,0,0,0,0
4294,"Rộng, thoáng mát, có nhiều tượng & chỗ chơi cho bé lại gần biển, trẻ em hay người lớn đêu thích",5,0,0,0,0,0
4295,"Rạp quá tệ. Ghế bẩn còn hôi. Đã vậy còn có muỗi. Chất lượng phim tạm được.
Nhân viên thì không có được 1 người để cho khách trong rạp bấm điện thoại thoải mái, đã vậy còn cười nói vô tư mà không có lấy 1 nhân viên để nhắc nhở. Lần đầu vào xem phim La Llorona suất chiếu 20h30 ngày 12/05/2019 thì rạp chiếu nhầm phim, phải loay hoay gần nửa tiếng mới chiếu đúng phim. Trải nghiệm quá tệ.
Rạp này chắc dùng để phục vụ cho học sinh thì được. Người lớn vào xem chắc rước bực vào lòng. ",1,0,0,0,0,0
4296,"Thực phẩm tuyệt vời, bầu không khí rất thoải mái. Bạn phải thử bia và cocktail Rooster của họ. Dot và Reece, bạn đã thực hiện một ngày!",0,0,0,4,0,0
4297,"Tài xế thân thiện và xe sạch sẽ. Đây là một cách dễ dàng, không phức tạp để đưa đón trực tiếp đến khách sạn của bạn",0,0,0,0,5,0
4298,Mình like món trà sữa uyên ươg ở đây lắm. Cửa hàng kế bên The Coffee House Lê Đại Hành. Phục vụ:Dễ thương trẻ trung năng động.,0,0,4,5,0,0
4299,Con trai tôi cũng thực sự thích nó.,0,0,0,0,0,0
4300,"An nhiên, thoáng mát,nhẹ nhàng, cảnh quan tự nhiên. Tạo cho mọi người cảm giác ""thú vị"" (hành trình leo núi). Mọi người cũng nên tự cảm nhận bước từng bậc thang, mỗi bậc là mỗi ý niệm, ý nghĩa cuộc đời.",5,0,0,0,0,0
4301,"ok, mình có dịp ra thành phố biển và thuê xe ở đây và cảm thấy dịch vụ tốt, giá vừa phải không bị hack như những chỗ khác và xe cũng ok. Xe lại nếu có dịp xuống chơi. Giống",0,0,0,0,3,0
4302,"Khung cảnh lãng mạn thích hợp cho couple nào muốn tạo không khí. Thức ăn ngon, view đẹp thì còn gì bằng. Chỗ này khá lịch sự và sang trọng",0,0,5,5,0,0
4303,"Homestay này rất ok, nếu đến quy nhơn thì bạn nên ở lại đây.",0,4,0,0,0,0
4304,khách sạn có khu vực tiếp tân và phòng nằm ở các toà nhà riêng biệt nên nếu mưa thì khách phải chạy qua 1 khoảng sân trống mới vào phòng được.,0,3,0,0,0,0
4305,"Nhiệt tình, hiếu khách, năng động, chu đáo... Là những điều tôi khá hài lòng khi tiếp xúc lần đầu tiên với đội ngũ nhân viên check in quy nhơn. Tour du lịch cù lao xanh do công ty tổ chức cũng rất thành công, chất lượng vô cùng tốt. Hài lòng tuyệt đối về chất lượng dịch vụ.",5,0,0,0,0,0
4306,Món ăn sáng không ngon lắm. Mình đặt món mì quảng nhưng lại dùng sợi mì hủ tiếu ,0,0,0,2,0,0
4307,"Hầu như các bãi biển ở Quy Nhơn chưa đưa vào khai thác nên còn hoang sơ. Nhưng vì nó hoang sơ nên mới thích...không có rác, nước không bị đục.",4,0,0,0,0,0
4308,"Nhìn giá trà sữa thấy hơi đắt nhưng bù lại nhiều thạch và ngon nữa ^^ pho mai que cũng rất ngon, ngon nhất trong số mấy hàng mình từng ăn ❤️ ủng hộ quán dài dàii có dịp sẽ thử nhiều món hơnn",0,0,0,5,0,0
4309,"Nhà mình đi xe minh trí cũ nhiều năm, còn mình mới đi vài lần vì thấy nhà mìn nói dịch vụ cũng đc. Đi 3 lần thì 2 lần đổi chuyến ko báo khách mà chỉ gọi đột ngột xong khách chưa kịp nghe máy thì bỏ chuyến luôn nói ko liên lạc dc với khách. Giá vé 450k ko hề rẻ, nhưng từ lái xe cho tới nhân viên trực đều luôn cau có quạo , ko hiểu được.
",0,0,0,0,3,0
4310,"Là nơi mà gia đình mình thường chọn để mua sắm vào những dịp cuối tuần. Ở đây có nhiều quầy hàng riêng biệt,dễ lựa chọn.",0,0,0,0,0,5
4311,"- Địa điểm: good, ngay trung tâm dễ tìm, có vườn hoa khá đẹp - Giá cả: mình gọi 1 salad trộn bò 59k, 1 bò sốt dâu tằm, 1 set nướng vỉ ra mắt 289k, 1 lẩu ởt hiểm 149k. No mà quá rẻ, ngồi hàn huyên cả tối :) - Món ăn: đa dạng, có nhiều sự lưa chọn, 1 món sốt hơi lạ la. Mà ăn nướng trời lạnh thì còn gì bằng - Nhân viên: dễ thương, lịch sự, còn chủ động hỏi khách có cần nướng giúp không - Không gian: rộng, nhiều sự lựa chọn chỗ ngồi khá hợp lý và tiết kiểm chỗ cho 2-4-6 người. Mình thấy có bàn đặt sinh nhật trang trí cũng khá đẹp",0,0,4,4,0,0
4312,"ở chỗ này không tắm được đâu, quá nhiều đá sóng to rất nguy hiểm chỉ ra đây xem bãi Trứng thôi",2,0,0,0,0,0
4313,"Silent Kitchen - tạm dịch là tiệm bếp im ắng?? Chắc vậy :)) mà phải công nhận ở đây kiểu lãng mạn, nhẹ nhàng và yên tĩnh, rất thích hợp với kiểu hẹn hò hoặc trò chuyện riêng tư. Không vì thế mà làm người ta choáng ngợp, silent kitchen vẫn tạo cảm giác thoải mái cho thực khách. Nhân viên được đào tạo bài bản, lịch sự. Bên này có đủ thứ từ trà sữa, cafe cho tới đồ ăn. Thì kitchen mà, đồ ăn cũng ngon và nhiều lắm. Gọi cái pizza ăn thử, khá ok, đế không mỏng cũng không quá dày. Cheese nhiều và thơm, tạo cảm giác ngon miệng mà không ngấy.",0,0,5,5,0,0
4314,Một quán ăn tệ hại !,0,0,1,0,0,0
4315,"Dịch vụ như quần què từ thái độ quản lý đến nhân viên, mua nồi chiên không dầu tư vấn không kỹ cho khách, khách đến phản hồi thì bảo tư vấn rồi nhưng khách không nghe, quản lý hay nói ngắt ngang lời khách và bỏ đi làm việc riêng khi đang tư vấn. Còn nhân viên thì thôi, quá thái độ, cách nói chuyện k tôn trọng khách hàng, khách nói 1 thì trả lời 10, nhăn nhó, khó chịu. Ví dụ khi mua nồi chiên k dầu tiếng nghe rất ồn, gọi lên cửa hàng, thì phải check xem khách mua nồi chiên hãng gì, nếu mua hãng đó đúng ồn thiệc thì phải tư vấn hãng đó ồn hay s chứ, bắt bưng nguyên cái thùng lên cho tụi nó xem, (đi bảo hành cũng bắt KH đem lên cho tụi nó sửa, chắc mua tủ lạnh bị hư cũng bắt bưng nguyên tủ lạnh lên tế tụi nó). Đem nồi chiên lên xong bảo nó đổi thì nói k hổ trợ đổi mẫu khác, vì mẫu này k hư mà bản chất nồi ồn.. ủa.. trong khi chỉ tư vấn đổi trong 35 ngày thôi. Nchung lần cuối cùng mua hàng ở đây. Mn tránh xa “ĐIỆN MÁY CHỢ LỚN” ra nhé!
",0,0,0,0,0,1
4316,"Bánh hỏi cháo lòng mới đầu nghe mình hơi ngại vì lòng mình ít khi ăn được vì nặng mùi nhưng vẫn quyết tâm thử cho biết nhưng không ngờ lại ngon lắm luôn. Lòng làm sạch, tươi. Bánh hỏi và nước chấm và cháo cũng rất ô kê la. :)) Cả bàn như hình cộng thêm 2 ly sữa đậu nành mà chỉ có 70k.",0,0,0,5,0,0
4317,"Kỳ rồi mình có dịp đi bằng xe Thành Bưởi và được trung chuyển đến chổ bến xe này rồi mới lên xe đi về Cần Thơ nhe, không gian bến xe này cực kỳ rộng bãi đậu được nhiều xe lắm luôn nhe, nên xe cộ cứ tấp nập ra ra vào vào ấy, khu vực phòng chờ cũng lớn nhiều ghế để ngồi lắm, ở đây còn có mấy chổ check chuyến xe ra vào và biển số xe nữa nhe, thấy khá là hiện đại ấy chứ, nhân viên nơi này cũng thân thiện và lịch sự lắm nhe",0,0,0,0,4,0
4318,"Nước biển khá trong. Tuy nhiên ko có dịch vụ nhiều nên chưa quản lý tốt, tuy nhỏ nhưng lại có nhiều rác. Nên trải nghiệm đi cano tham quan quanh hòn khô, như vậy mới thấy được hết cái đẹp nơi đây. Mình đi từ sáng sớm để đỡ đông người nhưng rất tiếc ko được chiêm ngưỡng con đường nổi cắt ngang biển vì đúng thời điểm nước lên. Mọi người nên đi vào ngày đầu tháng hoặc giữa tháng",3,0,0,0,0,0
4319,"món cá ngừ đại dương phi lê ngon tuyệt. Lại rất rẻ so với thị trường. Chả ram tôm đất cũng ngon và rẻ. Phục vụ thân thiện, nhiệt tình.
",0,0,4,5,0,0
4320,"Nhà hàng này nhìn cực kỳ sang trọng luôn nha, vừa kết hợp nhà hàng và khách sạn luôn á nên có hồ bơi và bàn ngồi cà phê và ăn sáng đồ các kiểu luôn, nhân viên nhà hàng cực kỳ lịch sự là thân thiện, do đi theo công ty nên menu được chọn sẵn rồi menu gồm 7 món khác nhau chưa kể trái cây tráng miệng, đồ ăn ngon và cừa miệng cá ăn khá là ngon và tươi, ướp và tới nên có độ ngon và tươi nhưng không có bị tanh nên khá là ưng ý",0,0,5,5,0,0
4321,"Đồ ăn khá mắc, 1 tô mỳ mực 30k, mỳ hải sản 90k. Được cái view nhìn ra biển đẹp. Ăn trưa trong tour có món lẩu gạch cua ăn với sứa và bún khá ngon và lạ miệng, nước dùng ngọt thanh, đáng để ăn thử.",0,0,0,3,0,0
4322,"Món ăn ngon, nêm nếm vừa ăn, bố mẹ tôi rất thích, đặc biệt là món cá kho tộ và canh cua đồng. Nhân viên phục vụ nhanh nhẹn. Tôi sẽ giới thiệu nhà hàng này cho bạn bè tôi vào chuyến du lịch sắp tới",0,0,5,5,0,0
4323,"Bãi tắm sạch, biển nông và an toàn. Hải sản tươi ngon. Giá hơi cao xíu.",5,0,0,4,0,0
4324,"Salad bắp có vị chua, lúc đầu tôi nghĩ là do sốt. nhưng khi ăn món tiếp theo chỉ có bắp luộc thì tôi khẳng định là ăn miếng bắp đã bị thiêu. Và bàn tôi có 4 người thì có 2 bạn làm bếp nên điều đó được khẳng định. Và khi phản ánh, thì chỉ nhận lời nói bắp nó như vậy, cũng như không có lời xin lỗi lúc tại quán.",0,0,2,1,0,0
4325,"Đây là một điểm ăn vặt lý tưởng. Quán nằm gần sát biển, đối diện với công viên .. Buổi tối quán có để một vài bàn phía bên công viẻn này nên mình chọn ngồi ở đây. Thoáng mát hơn hẳn nhưng hơi tối một tẹo. Đúng như tên gọi, bánh bèo ở đây lúc đem ra còn nóng hổi luôn. Bánh bèo nhỏ, bột hơi dày. Ăn với nhân tôm khô chấy. Bên trên có rải thêm ít bánh mì chiên giòn. Nhìn chung ăn khá ngon. Một dĩa 12k, chưa bao gồm nem chả.",0,0,4,5,0,0
4326,"Mình đi vào dịp tết đồng ý là sẽ hơi đông nên ráng đợi , nhưng k thể nào 1 quán to như vậy chỉ có 3 nhân viên . Mình vào là lượt khách thứ 4,5 của quán , gọi món đợi 45 phút chỉ được 1 dĩa tôm trong khi đó những khách đến sau 30 phút mà đã được lên lẩu và cả những món mình đợi . Thái độ đùn đẩy bảo do bếp , thiếu trách nhiệm , quản lí cũng không biết xin lỗi . Thất vọng",0,0,1,0,0,0
4327,"Địa điểm đẹp. Cát có nhiều loại. Cảm giác như là cát mang từ nơi khác về. Đến vào một hôm trời không có nắng. Biển khá là động nên cũng chỉ đi loanh quanh ở phía trên, nhưng rồi cũng ướt quần :)) chỗ rửa chân tay khá là hút gió. Nếu như quây vào được thì tốt. Ở đây có bể bơi vô cực rất lớn. Bao quát được cả khu. ",4,0,0,0,0,0
4328,"Xe chạy chậm so với các hãng xe minh tâm, thịnh phát 15-30p, nhân viên nhận hàng hóa quát tháo khiếm nhã vào mặt khách, kêu gọi mọi người tây chai hãng xe nay",0,0,0,0,1,0
4329,"Thiệt tình là menu ở quán đa dạng nhiều món trà quá nên cũng vô tình gọi được ly Trà cam vàng đào nhài,đầu tiên nhìn cái màu nước là ưng ý rồi nhưng cũng chả biết vị nó ra sao,bt uốg nước cam thì sẽ nghe mùi cam hay bột cam nhưng mà riêng ly này thì không,mình cảm thấy ngon có mùi đặc trưng của cam kết hợp đào nhài nhé ^^ à bên trong còn có hoa nhài nữa nha,vị nước này thì rất ngon,k quá ngọt gắt,mùa hè này mà uống thì hết sảy,mặc dù giá có vẻ hơi cao nhưng mà uốg dc 1 ly ngon như v mình cảm thấy k tiếc tí nào 😋",0,0,0,5,0,0
4330,"cô chú già cho thuê, cũng nhiệt tình. Có một số vấn đề mình thấy ko vui lắm mà cô chú sẽ khắc phục, Nếu nhiệt tình thì cô chú là số 1. Sẽ ủng hộ cô chú nếu lần khác ghé Kỳ co eo gió.",0,0,0,0,4,0
4331,"Thuê khách sạn để ngủ mà phòng ngủ làm mình hơi thất vọng. Hơi chật và bừa bộn, không được vệ sinh trước",0,2,0,0,0,0
4332,"Phòng sạch sẽ, đầy đủ tiện nghi, mình book phòng tầm nhìn view đẹp, đáng tiền , nhân viên chu đáo và nhiệt tình",0,5,0,0,0,0
4333,"Hạ tầng bình thường,dịch vụ không tốt. Điểm cộng duy nhất lễ tân thân thiện ",0,3,0,0,0,0
4334,"Khu bãi biển rất đẹp và êm rất dễ tắm. Bãi biển nhỏ nhưng ấm cúng riêng biệt, đồi cát cao đẹp bãi đá ấn tượng, quán cafe phong cách và đẹp view tuyệt vời, di chuyển khoan 500 bước chân leo cầu thang lên và xuống. Giá nước và thức ăn bình dân khoản 25k ly cà phê sữa đá. Ngoài ra còn có khu cắm trại dã ngoại. Vé tham quan 35k thời điểm tháng 3 năm 2019.",5,0,5,4,0,0
4335,Mình lỡ làm dính màu trên khăn tắm. mấy chị dọn vệ sinh vô bảo không thay khăn cho phòng mình. họ nói cái khăn nay fai đền tiền trong khi họ chưa giặt thử có ra hay không. họ nói nếu mình tự giăt ra thi không cần phải đền và thay vì họ thay khăn và giặc dùm rôi báo với mình có ra chất bẩn hay không thị họ để lại khăn cho mình giặt và mình đã giặt sạch.,0,2,0,0,0,0
4336,"Mình vào quán ăn xong thì bị tính 105k/ 2 đĩa. Sau đó ra ngoài kể chuyện cho anh Taxi thì ảnh kêu do khách du lịch nên họ chém đó, nhiều khách cũng phản ánh vậy rồi 🙅🏻‍♀️🙅🏻‍♀️🙅🏻‍♀️ Không bao giờ quay lại quán này. Các bạn nên cẩn thận.",0,0,1,0,0,0
4337,"Chợ bán nhiều mặt hàng cần thiết cho cuộc sống. Tuy nhiên, vấn đề vệ sinh môi trường chưa được chú trọng, nên thấy nhớp nháp lắm.",0,0,0,0,0,3
4338,"Khu du lịch nằm ở một Địa điểm thú vị, nhiều góc chụp ảnh đẹp.
Đồ ăn ngon, phục vụ nhiệt tình
Coffe cũng siêu ngon.
Vé vào cửa chỉ 40.000đ
Nhân viên thân thiện",4,0,0,4,0,0
4339,"Có xe đưa đón từ FLC, điều này thật tốt. Đồ ăn khá ngon và đa dạng, đặc biệt là giá cả hợp lý. Tôi thích quán sạch sẽ hơn nữa.",0,0,2,5,4,0
4340,"Quán hải sản tươi ngon, giá cả bình dân, nhân viên thân thiện",0,0,5,5,0,0
4341,"Vừa qua, tôi có đặt phòng ở Eo Gió resort qua hệ thống của mytour và tôi thấy dịch vụ ở đây rất tốt, không có gì để phàn nàn cả.",0,5,0,0,0,0
4342,"Mình đến quán vào buổi chiều khoảng 16h. Lúc này quán chưa đông lắm. Nhưng nghe bạn mình nói là về tối sẽ đông lắm ấy Về thịt nướng và nem thì mình thấy rất ngon, ướp rất hợp khẩu vị Không gian rộng rãi có nhiều bàn ghế, khang trang. Xung quanh còn treo tranh trông khá nghệ thuật và bắt mát Mình đi 2 người và gọi combo này chỉ 120k là quá ok no lun Chắc chắn sẽ ghé lại nếu có dịp",0,0,5,5,0,0
4343,Vị trí đẹp. Nhân viên thân thiện nhiệt tình. Gần khu vực ăn uống,0,4,0,0,0,0
4344,"Nhận phòng ở lầu 4 đối diện thang máy, tầng này cũng luôn thấy các cô dọn phòng với rất nhiều dụng cụ vệ sinh nên luôn nghe thấy tiếng kéo bàn ghế, tiếng các cô gọi nhau í ới, tiếng người nói chuyện khi ra vô thang máy, rất ồn.",0,2,0,0,0,0
4345,"Mình vào Vinpearl chủ yếu để tham quan vì có con bạn ở cam ranh nó nói trỏng đẹp với có biểu diễn nghệ thuật nước gì đấy nên vô chơi chứ không có tiền để ở. Vô đấy thì ôi thôi như lạc vào thiên đường nhé, bao đã. À vé vào 800k/ người, tham quan và chơi một số trò chơi, ăn uống thì mình tự túc hoạt ăn bên trong nha nhưng mà mắc vì ns là resort cao cấp mà.",3,0,0,0,0,0
4346,"Quàn này điều đặc biệt mình để ý là phong cách tây phương mà chủ quán đem lại nơi này <3 Bên cạnh đso là những đồ ăn thức uóng được bầy trí và làm khá chuyên nghiệp, style không gian lẫn phục vụ ở đây làm cho mình cảm giác sang trọng không kém phần lịch sự và tao nhã :3 Không gian là điều làm mình nổi bật ở quán này , ngồi để nói chuyện hay tiếp khách đều được, rất yên tĩnh và cực kì lịch sự :3 Mọi người tới thử đây 1 lần nhé, đảm bảo k thất vọng đâu",0,0,4,4,0,0
4347,Khách hàng là thượng đế..câu này đúng chính xác ko áp dụng cho tất cả Nhân Viên ở đây..đã bỏ tiền vô để hưởng thụ mà Nhân Viên ở đây coi mình như đứa ăn xin..từ nạt nọ đến lườm liếc..theo Tôi nghĩ Nhân Viên như zay thì Ban Quản Trị củng 1 ruột..1 thời gian nữa thôi bùn khoáng ở Nha Trang này chó củng ko thèm ỉa vào chứ đừng nói là người vô nữa...,1,0,0,0,0,0
4348,"Quán ấm cúng đúng kiểu cổ xưa, ánh sáng vàng cho tất cả không gian nhé. Các bạn trẻ đến đây rất đông :) Mình đến và muốn thử các món được coi là must try ở đây, nên gọi rượu uống cùng nhé, rất bắt vị và làm món ăn thêm ngon. Mình gọi rượu nho 35k/ly ngon cứ y nước mơ ấy :). Mình gọi bánh mì bơ tỏi bình thường nè, salad cá ngừ ngon, mì ý sốt bò băm đút lò quá ok chỉ là hơi ít huhu, mì mực đúng must try siêu ngon mà ăn xong cười bò haha, bò thì mình lại không ưng ý nhé, bò mềm tái nhưng sốt tiêu kèm fail quá :( giá sốt ngon nữa thì bữa ăn không có điểm trừ. Nhân viên rất nhẹ nhàng, nhiệt tình.",0,0,5,4,0,0
4349,Dễ dàng tổ chức và tìm kiếm. Tôi cảm thấy an toàn. Xe thoải mái. Có nước. Lái xe dễ chịu - đi thẳng đến khách sạn. Tất cả đều tốt,0,0,0,0,5,0
4350,"Hướng dẫn của chúng tôi thực sự thân thiện và nhiều thông tin. Thật thú vị khi được ngắm nhìn chợ vào buổi sáng, cũng như các
 bản làng của người Hmong. Thác Kung Si hoàn toàn tuyệt đẹp và chúng tôi đã có nhiều thời gian cần thiết để khám phá, bơi lội và leo lên đỉnh. Chắc chắn có những cách rẻ hơn để làm điều này nhưng chúng tôi thực sự đánh giá cao việc có một chiếc xe tải nhỏ thoải mái và có nhiều thời gian tùy thích ở mỗi nơi.",5,0,0,0,0,0
4351,"Phòng sạch và mới, yên tĩnh dễ chịu. View thì khỏi chê",0,5,0,0,0,0
4352,"tôi đã đến và thưởng thức. nhà hàng phục vụ rất chuyên nghiệp, các món ăn hải sản đều tươi sống . nấu ăn rất ngon.",0,0,5,5,0,0
4353,"Đây là một cảng hàng không quốc tế và quốc nội. Vừa được đầu tư xây dựng mở rộng nhà Ga. Kiến trúc đẹp mắt, trang thiết bị hiện đại kèm sự phục vụ ân cần chu đáo của nhân viên an ninh, mặt đất khiến mình có cảm tình ở nơi này. Duy có việc chèo kéo mời gọi đi xe của các hãng taxi vẫn còn tồn tại cũng ảnh hưởng phần nào đối với thành phố Du lịch Quy Nhơn. Các món ăn, nước uống ở đây giá cũng tương đối rẻ, không quá mắc. Mới được đầu tư, xây mới nên trang thiết bị, nhà vệ sinh rất OK.",0,0,0,3,3,0
4354,"Bãi Đa có quang cảnh rất đẹp, rất thích hợp với đi du lịch, ngắm cảnh hay vui chơi cuối tuần. Ngoài ra có cả ngắm san hô nữa. Đồ ăn các quán ở đây cũng rất ngon!",5,0,0,5,0,0
4355,Quán có không gian đẹp hải sản tươi sống. Điểm trừ khủng khiếp là nhân viên ngồi bấm dt 1 đống chứ kl phục vụ tốt. Món ăn nêm niếm mức trung bình. Giá kha là cao,0,0,1,3,0,0
4356,Ngoài vấn đề vệ sinh và nhân viên tại khách sạn thì tôi không có gì để phàn nàn,0,3,0,0,0,0
4357,Mình thích phong cách nhẹ nhàng style Hàn xẻng một tý. Vô tình tìm được shop này. phải nói hợp guu mình luôn. Đồ siêu đa dạng mình thích nhất áo phông với váy chỗ này. giá cả cũng rất ưu ái nữa.,0,0,0,0,0,5
